Disease Name,OrphaCode,Disease Category
X-linked intellectual disability-limb spasticity-retinal dystrophy-arginine vasopressin deficiency,423479,Rare inborn errors of metabolism
ARX-related encephalopathy-brain malformation spectrum,423655,Rare developmental defect during embryogenesis
Hereditary clear cell renal cell carcinoma,422526,Rare neoplastic disease
Spinocerebellar ataxia type 40,423275,Rare neurologic disease
Solid pseudopapillary carcinoma of pancreas,424065,Rare neoplastic disease
Intraductal papillary mucinous carcinoma of pancreas,424058,Rare neoplastic disease
Undifferentiated carcinoma with osteoclast-like giant cells of pancreas,424080,Rare neoplastic disease
Serous cystadenocarcinoma of pancreas,424073,Rare neoplastic disease
Congenital myopathy with myasthenic-like onset,424107,Rare neurologic disease
Colobomatous microphthalmia-rhizomelic dysplasia syndrome,424099,Rare bone disease
Qualitative or quantitative defects of Torsin-1A-interacting protein 1,424925,Rare neurologic disease
TOR1AIP1-related limb-girdle muscular dystrophy,424261,Rare neurologic disease
Adenocarcinoma of the anal canal,424016,Rare neoplastic disease
Carcinoma of the anal canal,424013,Rare neoplastic disease
Progressive myoclonic epilepsy type 8,424027,Rare neurologic disease
Squamous cell carcinoma of the anal canal,424019,Rare neoplastic disease
Squamous cell carcinoma of pancreas,424039,Rare neoplastic disease
Rare epithelial tumor of pancreas,424033,Rare neoplastic disease
Mucinous cystadenocarcinoma of the pancreas,424053,Rare neoplastic disease
Acinar cell carcinoma of pancreas,424046,Rare neoplastic disease
Squamous cell carcinoma of the small intestine,423968,Rare neoplastic disease
Neuroendocrine tumor of the small intestine,423975,Rare neoplastic disease
Epithelial tumor of the appendix,423982,Rare neoplastic disease
Rare epithelial tumor of colon,423991,Rare neoplastic disease
Squamous cell carcinoma of the colon,423994,Rare neoplastic disease
Rare epithelial tumor of rectum,423998,Rare neoplastic disease
Squamous cell carcinoma of the rectum,424002,Rare neoplastic disease
Epithelial tumor of anal canal,424010,Rare neoplastic disease
Hereditary gastric cancer,423776,Rare neoplastic disease
Undifferentiated carcinoma of stomach,423786,Rare neoplastic disease
Rare tumor of small intestine,423793,Rare neoplastic disease
Mesenchymal tumor of small intestine,423798,Rare neoplastic disease
Microcephaly-complex motor and sensory axonal neuropathy syndrome,423894,Rare neurologic disease
Rare carcinoma of small intestine,423957,Rare neoplastic disease
X-linked colobomatous microphthalmia-microcephaly-intellectual disability-short stature syndrome,431140,Rare developmental defect during embryogenesis
Rare epithelial tumor of small intestine,425368,Rare neoplastic disease
Inherited digestive cancer-predisposing syndrome,425003,Rare gastroenterologic disease
STING-associated vasculopathy with onset in infancy,425120,Rare systemic or rheumatologic disease
Adenocarcinoma of the liver and intrahepatic biliary tract,424943,Rare neoplastic disease
Undifferentiated carcinoma of liver and intrahepatic biliary tract,424970,Rare neoplastic disease
Rare malignant epithelial tumor of liver and intrahepatic biliary tract,424933,Rare neoplastic disease
Carcinoma of liver and intrahepatic biliary tract,424936,Rare neoplastic disease
Adenocarcinoma of the gallbladder and extrahepatic biliary tract,424991,Rare neoplastic disease
Squamous cell carcinoma of gallbladder and extrahepatic biliary tract,424996,Rare neoplastic disease
Squamous cell carcinoma of liver and intrahepatic biliary tract,424975,Rare neoplastic disease
Biliary cystadenocarcinoma,424982,Rare neoplastic disease
Progressive encephalopathy with leukodystrophy due to DECR deficiency,431361,Rare neurologic disease
Pulmonary veno-occlusive disease and/or pulmonary capillary haemangiomatosis,431353,Rare respiratory disease
Patent urachus,431341,Rare developmental defect during embryogenesis
Urachal sinus,431344,Rare developmental defect during embryogenesis
Urachal diverticulum,431347,Rare developmental defect during embryogenesis
X-linked scapuloperoneal muscular dystrophy,431272,Rare neurologic disease
Spastic paraplegia-optic atrophy-neuropathy and spastic paraplegia-optic atrophy-neuropathy-related disorder,431320,Rare neurologic disease
Autosomal recessive spastic paraplegia type 57,431329,Rare neurologic disease
Scapuloperoneal spinal muscular atrophy,431255,Rare neurologic disease
Late-onset scapuloperoneal muscular dystrophy with hyaline bodies,431263,Rare neurologic disease
Combined immunodeficiency due to OX40 deficiency,431149,Rare immune disease
Primary immunodeficiency with predisposition to severe viral infection,431156,Rare immune disease
Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,431166,Rare immune disease
Progressive myoclonic epilepsy type 7,435438,Rare neurologic disease
Autosomal dominant Charcot-Marie-Tooth disease type 2Y,435387,Rare neurologic disease
Anterior urethral valve,435372,Rare developmental defect during embryogenesis
Fetal lower urinary tract obstruction,435365,Rare developmental defect during embryogenesis
Familial ossifying fibroma,435329,Rare bone disease
Syndrome with woolly hair,434809,Rare skin disease
Rare genetic autonomic nervous system disorder,434786,Rare neurologic disease
Orofaciodigital syndrome type 14,434179,Rare developmental defect during embryogenesis
Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,504476,Rare neurologic disease
Severe combined immunodeficiency due to LAT deficiency,504523,Rare immune disease
Combined immunodeficiency due to Moesin deficiency,504530,Rare immune disease
Very long chain acyl-CoA dehydrogenase deficiency,26793,Rare inborn errors of metabolism
Hereditary pheochromocytoma-paraganglioma,29072,Rare endocrine disease
Tyrosinemia type 2,28378,Rare inborn errors of metabolism
Reactive arthritis,29207,Rare systemic or rheumatologic disease
Multiple myeloma,29073,Rare neoplastic disease
Spontaneous periodic hypothermia,29822,Rare neurologic disease
Isolated biliary atresia,30391,Rare developmental defect during embryogenesis
Apparent mineralocorticoid excess,320,Rare endocrine disease
Idiopathic acute eosinophilic pneumonia,724,Rare respiratory disease
Dopamine beta-hydroxylase deficiency,230,Rare inborn errors of metabolism
Developmental and epileptic encephalopathy with spike-wave activation in sleep,725,Rare neurologic disease
Congenital myasthenic syndrome,590,Rare neurologic disease
Familial hyperaldosteronism type II,404,Rare endocrine disease
Pseudohypoaldosteronism type 1,756,Rare renal disease
Congenital cataract-anterior segment dysgenesis syndrome,162,Rare ophthalmic disorder
Diffuse large B-cell lymphoma,544,Rare neoplastic disease
Follicular lymphoma,545,Rare neoplastic disease
Idiopathic aplastic anemia,88,Rare hematologic disease
Multiple system atrophy,102,Rare neurologic disease
Primary myelofibrosis,824,Rare neoplastic disease
Mendelian susceptibility to mycobacterial diseases,748,Rare immune disease
Polycythemia vera,729,Rare hematologic disease
X-linked myopathy with excessive autophagy,25980,Rare neurologic disease
Juvenile temporal arteritis,26137,Rare circulatory system disease
Hereditary diffuse gastric cancer,26106,Rare neoplastic disease
Ventilator-induced diaphragmatic dysfunction,505395,Rare respiratory disease
Self-limited childhood occipital epilepsy,25968,Rare neurologic disease
Pseudomyxoma peritonei,26790,Rare neoplastic disease
Short chain acyl-CoA dehydrogenase deficiency,26792,Rare inborn errors of metabolism
Multiple acyl-CoA dehydrogenase deficiency,26791,Rare inborn errors of metabolism
Acquired prothrombin deficiency,26348,Rare hematologic disease
Protein S acquired deficiency,26349,Rare hematologic disease
Congenital cervical spinal stenosis,831,Rare neurologic disease
Penile agenesis,49,Rare developmental defect during embryogenesis
Diphallia,227,Rare developmental defect during embryogenesis
Accessory pancreas,674,Rare developmental defect during embryogenesis
Hepatic cystic hamartoma,386,Rare hepatic disease
Autosomal dominant limb-girdle muscular dystrophy type 1A,266,Rare neurologic disease
Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5,353,Rare neurologic disease
Delta-sarcoglycan-related limb-girdle muscular dystrophy R6,219,Rare neurologic disease
Multifocal motor neuropathy,641,Rare neurologic disease
Beta-sarcoglycan-related limb-girdle muscular dystrophy R4,119,Rare neurologic disease
"Distal myopathy, Welander type",603,Rare neurologic disease
Combined immunodeficiency due to GINS1 deficiency,505227,Rare immune disease
Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome,505237,Rare developmental defect during embryogenesis
Muscle-eye-brain disease,588,Rare developmental defect during embryogenesis
Walker-Warburg syndrome,899,Rare developmental defect during embryogenesis
3-methylglutaconic aciduria type 9,505216,Rare neurologic disease
"Congenital muscular dystrophy, Fukuyama type",272,Rare developmental defect during embryogenesis
3-methylglutaconic aciduria type 8,505208,Rare neurologic disease
Dysferlin-related limb-girdle muscular dystrophy R2,268,Rare neurologic disease
Limb-girdle muscular dystrophy,263,Rare neurologic disease
Vocal cord and pharyngeal distal myopathy,600,Rare neurologic disease
Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,505248,Rare developmental defect during embryogenesis
Tibial muscular dystrophy,609,Rare neurologic disease
GNE myopathy,602,Rare neurologic disease
Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,505242,Rare neurologic disease
MEPAN syndrome,508093,Rare neurologic disease
Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome,508533,Rare bone disease
Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome,508542,Rare developmental defect during embryogenesis
Familial intestinal malrotation,508410,Rare developmental defect during embryogenesis
Intrauterine growth restriction-congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome,508512,Rare skin disease
Intermediate epidermolysis bullosa simplex with cardiomyopathy,508529,Rare skin disease
Hyperphenylalaninemia due to DNAJC12 deficiency,508523,Rare neurologic disease
8q24.3 microdeletion syndrome,508488,Rare developmental defect during embryogenesis
Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome,508476,Rare developmental defect during embryogenesis
Oral-facial-digital syndrome with short stature and brachymesophalangy,508501,Rare developmental defect during embryogenesis
Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome,508498,Rare developmental defect during embryogenesis
CDKL5-deficiency disorder,505652,Rare neurologic disease
Stevens-Johnson syndrome/toxic epidermal necrolysis overlap syndrome,506784,Rare skin disease
Familial steroid-resistant nephrotic syndrome with adrenal insufficiency,506334,Rare inborn errors of metabolism
Stromme syndrome,506307,Rare developmental defect during embryogenesis
Gabriele-de Vries syndrome,506358,Rare developmental defect during embryogenesis
Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction,506353,Rare neurologic disease
Rare disorder potentially indicated for bowel transplant,506216,Rare disorder potentially indicated for transplant or complication after transplantation
Rare disorder potentially indicated for hematopoietic stem cell transplant,506219,Rare disorder potentially indicated for transplant or complication after transplantation
Rare disorder potentially indicated for lung transplant,506222,Rare disorder potentially indicated for transplant or complication after transplantation
Rare disorder potentially indicated for heart transplant,506225,Rare disorder potentially indicated for transplant or complication after transplantation
